product,group,cat,period,week,convo_vol,positive_vol,neutral_vol,negative_vol,senti_score_wk,index,views,units
n3,n,Sports,prelaunch,-11,1420,299,885,236,58,0.3329,36831,1679
n3,n,Sports,prelaunch,-10,845,194,457,194,52,0.3925,26852,2094
n3,n,Sports,prelaunch,-9,1301,291,731,279,55,0.404566667,28675,2228
n3,n,Sports,prelaunch,-8,5264,1002,3171,1091,63,0.386633333,378670,2312
n3,n,Sports,prelaunch,-7,26192,7504,14027,4661,70,0.3853,5555859,8313
n3,n,Sports,prelaunch,-6,10855,2527,5201,3127,32,0.304033333,952473,6459
n3,n,Sports,prelaunch,-5,2280,539,1093,648,62,0.252833333,426732,5257
n3,n,Sports,prelaunch,-4,7006,1789,3508,1708,49,0.214433333,1804908,5486
n3,n,Sports,prelaunch,-3,4481,1145,2314,1022,63,0.192266667,1156557,6363
n3,n,Sports,prelaunch,-2,14849,4255,8391,2203,84,0.199766667,2713514,15172
oj,js,Action,prelaunch,-31,210310,49538,101318,59454,79,12.9523,16601602,8757
oj,js,Action,prelaunch,-30,95388,24946,37050,33392,59,7.403366667,26852172,31515
oj,js,Action,prelaunch,-29,12125,2907,4325,4893,31,1.905966667,2514967,14815
oj,js,Action,prelaunch,-28,9316,2449,4933,1934,32,1.579433333,1241706,11906
oj,js,Action,prelaunch,-27,8631,1855,4385,2391,50,1.492,1193345,9077
oj,js,Action,prelaunch,-26,3689,988,1610,1091,55,1.364133333,985194,7595
oj,js,Action,prelaunch,-25,3205,757,1810,638,73,1.254766667,776509,6040
oj,js,Action,prelaunch,-24,4299,1094,2221,984,67,1.6025,820351,9775
oj,js,Action,prelaunch,-23,130619,39676,59722,31221,71,6.195,11904612,13877
oj,js,Action,prelaunch,-22,99761,29050,43951,26760,60,6.496066667,32785892,27116
oj,js,Action,prelaunch,-21,22502,6863,8894,6745,27,1.954266667,6690431,12922
oj,js,Action,prelaunch,-20,25344,6777,9901,8666,45,2.262033333,8560409,11850
oj,js,Action,prelaunch,-19,6979,2070,2528,2381,49,1.7064,4137672,11536
oj,js,Action,prelaunch,-18,6632,1490,2419,2723,30,1.594866667,2367416,9877
oj,js,Action,prelaunch,-17,2742,841,1149,752,68,1.4563,1737175,10616
oj,js,Action,prelaunch,-16,3408,965,1403,1040,64,1.1099,1070848,8977
oj,js,Action,prelaunch,-15,2163,571,1043,549,57,1.3747,773120,9042
oj,js,Action,prelaunch,-14,3318,764,2022,532,80,1.3687,541230,8555
oj,js,Action,prelaunch,-13,2233,610,1067,556,60,1.4761,525472,10391
oj,js,Action,prelaunch,-12,2737,856,1145,736,81,1.704733333,541328,11443
oj,js,Action,prelaunch,-11,4624,1288,2367,969,88,1.906466667,612482,10746
oj,js,Action,prelaunch,-10,3868,1221,1782,865,63,2.087266667,706966,11591
oj,js,Action,prelaunch,-9,4752,1170,2674,908,50,2.051666667,742627,12148
oj,js,Action,prelaunch,-8,3250,892,1308,1050,51,1.927533333,786029,10497
oj,js,Action,prelaunch,-7,45400,11159,24850,9391,65,3.752133333,8809191,16244
oj,js,Action,prelaunch,-6,12140,3372,6136,2632,70,3.6871,4280210,21988
oj,js,Action,prelaunch,-5,14433,4361,6285,3787,73,3.6494,4032508,23175
oj,js,Action,prelaunch,-4,41537,13970,17383,10184,66,5.0128,6742383,32895
oj,js,Action,prelaunch,-3,34780,11967,12282,10531,67,5.917733333,9055485,50315
oj,js,Action,prelaunch,-2,45592,11340,25227,9025,66,8.5161,12848562,96317
oj,js,Action,prelaunch,-1,44278,13166,20564,10548,64,12.03576667,13402503,146283
oj,js,Action,launch,0,388510,102973,204931,80606,70,57.7218,60958367,2398923
oj,js,Action,postlaunch,1,381436,113184,168885,99367,67,40.76093333,123659230,851202
oj,js,Action,postlaunch,2,227302,64156,106722,56424,65,30.3513,75832033,656442
oj,js,Action,postlaunch,3,150275,46090,70731,33454,72,19.91493333,50353108,485388
oj,js,Action,postlaunch,4,99560,29081,50995,19484,76,15.55203333,33981343,508070
oj,js,Action,postlaunch,5,86667,24262,46465,15940,71,17.6745,27950324,864403
oj,js,Action,postlaunch,6,90669,26634,45592,18443,73,21.2026,33880311,978589
oj,js,Action,postlaunch,7,91522,27509,43523,20490,73,13.91913333,32045233,461086
oj,js,Action,postlaunch,8,69681,20168,33803,15710,68,8.100266667,24709557,152866
oj,js,Action,postlaunch,9,54917,15148,26879,12890,60,7.208166667,18933046,84901
oj,js,Action,postlaunch,10,44678,13154,21987,9537,73,5.088733333,14698284,97347
oj,js,Action,postlaunch,11,45417,14726,20792,9899,81,4.0356,11840245,75647
oj,js,Action,postlaunch,12,32841,10495,15892,6454,79,3.5576,11048614,57616
oj,js,Action,postlaunch,13,26588,9019,12879,4690,81,3.206833333,9879047,52402
oj,js,Action,postlaunch,14,37654,11407,17305,8942,73,3.095,9543818,78330
oj,js,Action,postlaunch,15,26850,9077,12813,4960,80,2.8577,8087754,77119
oj,js,Action,postlaunch,16,24606,8298,12534,3774,84,2.395033333,7388980,47630
oj,js,Action,postlaunch,17,20579,6640,11043,2896,80,2.559766667,7588211,32464
oj,js,Action,postlaunch,18,22726,7752,11557,3417,82,3.4623,6934699,115662
oj,js,Action,postlaunch,19,21649,7430,10794,3425,81,3.642866667,8276432,73106
oj,js,Action,postlaunch,20,26379,7929,14761,3732,82,4.083466667,8083478,154231
oj,js,Action,postlaunch,21,24998,8746,12716,3536,81,3.644233333,7804680,136596
oj,js,Action,postlaunch,22,34101,11705,17935,4461,86,3.421466667,6767694,86523
oj,js,Action,postlaunch,23,19269,6292,9749,3228,78,2.631466667,6508488,41112
oj,js,Action,postlaunch,24,29896,8332,16680,4884,74,3.2055,7128720,106323
os,js,Shooter,prelaunch,-15,170882,47387,96031,27464,76,NA,31730643,30528
os,js,Shooter,prelaunch,-14,17422,5495,8284,3643,72,3.135,8537612,14569
os,js,Shooter,prelaunch,-13,9189,2790,4619,1780,71,NA,1222969,9886
os,js,Shooter,prelaunch,-12,6133,1957,2699,1477,73,1.317,651122,7596
os,js,Shooter,prelaunch,-11,9084,2594,4859,1624,94,1.3046,606590,6841
os,js,Shooter,prelaunch,-10,20155,7253,8232,4670,83,2.2116,2582462,7438
os,js,Shooter,prelaunch,-9,12571,4032,5532,3007,67,1.768966667,1562948,7597
os,js,Shooter,prelaunch,-8,8082,2783,3433,1866,76,1.478033333,879046,7165
os,js,Shooter,prelaunch,-7,7771,2505,3482,1784,74,1.515633333,632763,6419
os,js,Shooter,prelaunch,-6,4774,1557,2093,1124,68,1.611633333,550556,8915
os,js,Shooter,prelaunch,-5,19135,5656,10710,2769,81,2.527333333,2611536,10370
os,js,Shooter,prelaunch,-4,8069,2422,4044,1603,64,2.192233333,1449753,14019
os,js,Shooter,prelaunch,-3,9704,3307,4763,1632,82,2.268266667,656475,15979
os,js,Shooter,prelaunch,-2,49547,16388,25103,8043,86,5.872433333,11033661,42584
os,js,Shooter,prelaunch,-1,21485,6787,10164,4529,74,5.397966667,3221438,59545
os,js,Shooter,launch,0,205710,60420,93281,51969,59,34.52756667,21313556,1099666
