product,forums,news,twitter,video,convo_vol,positive_vol,neutral_vol,negative_vol,senti_score_avg,senti_score_wk,week,units,index,views,group,cat,period
g1,2087,12,2277,2029,6405,1472,3965,968,66.14285714,58,92,4902,NA,13449530,g,Sports,postlaunch
g1,1635,2,1221,1656,4514,984,2899,631,68,58,93,4063,0.5847,13370761,g,Sports,postlaunch
g1,2112,3,839,1623,4577,1007,2765,805,64.14285714,65,94,8136,0.570733333,13794324,g,Sports,postlaunch
g1,2119,3,1056,2451,5629,1206,3499,924,65.14285714,63,95,9374,0.799333333,16306308,g,Sports,postlaunch
g1,1879,9,914,2456,5258,1189,3254,815,68,60,96,5699,0.621233333,17725250,g,Sports,postlaunch
g1,1639,1,1044,2822,5506,1281,3261,964,66.28571429,63,97,5023,0.5446,15598895,g,Sports,postlaunch
g1,1756,2,1147,2811,5716,1473,3277,966,71.14285714,73,98,3391,0.5285,15401434,g,Sports,postlaunch
g1,1262,1,1108,2577,4948,1372,2739,837,72.85714286,71,99,2873,0.539466667,14180655,g,Sports,postlaunch
g1,1164,0,925,2739,4828,1172,2995,661,72.71428571,81,100,3003,0.559233333,14521329,g,Sports,postlaunch
g1,1320,0,920,2438,4678,1202,2806,670,74.14285714,76,101,2357,0.509833333,11326480,g,Sports,postlaunch
g1,1207,1,1243,2453,4904,1212,2957,734,72.14285714,73,102,2228,0.474766667,9414086,g,Sports,postlaunch
g1,992,1,1001,2336,4330,1008,2733,586,71.14285714,70,103,4109,0.4626,8733881,g,Sports,postlaunch
g1,887,28,833,1714,3462,780,2166,515,68.71428571,76,104,2339,0.495933333,9366071,g,Sports,postlaunch
g1,1103,17,1193,1820,4133,1014,2415,700,69.57142857,74,105,2279,0.5697,11593994,g,Sports,postlaunch
g2,3154,211,63440,10397,77202,11937,53970,11295,57,57,-16,6495,12.832,43145210,g,Sports,prelaunch
g2,5302,118,29813,18037,53270,12995,29809,10466,68.28571429,82,-15,83800,12.67296667,48441861,g,Sports,prelaunch
g2,3621,10,11358,11073,26062,9892,10933,5237,76.14285714,95,-14,50111,6.9739,20695136,g,Sports,prelaunch
g2,2686,13,7290,8025,18014,4258,9831,3925,61.42857143,67,-13,44628,5.9184,17136263,g,Sports,prelaunch
g2,3373,5,11147,11825,26350,5956,15552,4842,64,59,-12,52327,7.262333333,19172757,g,Sports,prelaunch
g2,2505,6,12145,8842,23498,5002,14551,3945,63.85714286,62,-11,51953,8.4599,20264611,g,Sports,prelaunch
g2,6632,128,57740,25028,89528,20881,51217,17430,65.71428571,81,-10,45588,12.09926667,43491992,g,Sports,prelaunch
g2,4677,88,126687,16039,147491,19538,114214,13739,61.28571429,60,-9,57633,13.3358,38064118,g,Sports,prelaunch
g2,5605,449,60797,19128,85979,19399,55056,11524,72.28571429,65,-8,142040,18.4358,32563098,g,Sports,prelaunch
g2,12479,295,104901,33247,150922,38682,86956,25284,67.57142857,60,-7,173167,25.57796667,53688092,g,Sports,prelaunch
g2,8087,103,55736,23645,87571,22450,51365,13756,72.42857143,82,-6,90895,23.85623333,43013453,g,Sports,prelaunch
g2,7233,95,58397,36178,101903,26513,59804,15586,72.57142857,79,-5,109810,25.77016667,61393457,g,Sports,prelaunch
g2,5012,96,47961,28529,81598,19170,50695,11733,71.14285714,86,-4,164843,25.83853333,57981477,g,Sports,prelaunch
g2,8552,42,104707,30041,143342,31350,94604,17388,71.57142857,66,-3,270403,44.91176667,73227230,g,Sports,prelaunch
g2,17330,290,220093,51218,288931,63039,195653,30239,73.71428571,70,-2,394205,76.8742,170110694,g,Sports,prelaunch
g2,14770,769,220517,73424,309480,66354,204595,38531,70.28571429,73,-1,717996,82.2864,171602647,g,Sports,prelaunch
g2,17226,604,345707,102772,466309,102351,299461,64497,69.14285714,75,0,7743667,129.5901333,296952841,g,Sports,launch
g2,25294,290,166390,98913,290887,70575,163888,56424,65.28571429,66,1,1677426,54.7522,246912372,g,Sports,postlaunch
g2,27854,161,114953,81281,224249,45716,131299,47234,56.57142857,52,2,735201,29.3257,221742420,g,Sports,postlaunch
g2,26740,192,122848,80294,230074,49270,135269,45535,60.71428571,61,3,446971,23.11226667,187942121,g,Sports,postlaunch
g2,22213,166,72572,94303,189254,45937,102599,40718,62,56,4,333289,18.96653333,169606981,g,Sports,postlaunch
g2,23226,30,68294,87714,179264,42347,95956,40961,60.14285714,53,5,313508,17.01076667,160490966,g,Sports,postlaunch
g2,23897,285,78391,67658,170231,36757,99632,33842,60.28571429,58,6,271628,16.0091,154046737,g,Sports,postlaunch
g2,24455,39,62060,59708,146262,31200,83172,31890,57.28571429,54,7,274625,15.97553333,147645122,g,Sports,postlaunch
g2,23889,57,121555,51143,196644,38650,128535,29459,63.71428571,68,8,407323,17.44993333,160970026,g,Sports,postlaunch
g2,22775,84,101392,62056,186307,32913,122517,30877,58.42857143,64,9,1528726,30.45426667,168429047,g,Sports,postlaunch
g2,23130,1036,70931,66633,161730,32737,97513,31480,58.85714286,62,10,652066,21.24953333,148751053,g,Sports,postlaunch
g2,20974,66,77253,53715,152008,47197,78632,26179,71.14285714,96,11,467763,18.69086667,149741105,g,Sports,postlaunch
g2,20341,33,77090,44696,142160,39034,77717,25409,68.85714286,72,12,740998,17.71363333,154588078,g,Sports,postlaunch
g2,18338,8,50151,64664,133161,29915,77351,25895,62.71428571,63,13,854965,18.17293333,144170511,g,Sports,postlaunch
g2,20417,41,96007,86235,202700,38037,129034,35629,59.57142857,59,14,495941,12.4034,160137736,g,Sports,postlaunch
g2,20842,63,131641,79887,232433,65611,133077,33745,74.71428571,78,15,226539,10.58573333,191480014,g,Sports,postlaunch
g2,19262,42,62977,58772,141053,28967,87813,24273,62.85714286,69,16,123692,9.974533333,145962506,g,Sports,postlaunch
g2,17945,81,50989,73602,142617,33974,79989,28654,64.14285714,65,17,116286,9.414766667,141427985,g,Sports,postlaunch
g2,16901,27,55773,65388,138089,29108,83224,25757,61.71428571,68,18,142843,9.074533333,134932342,g,Sports,postlaunch
g2,15735,25,54893,64641,135294,32042,80229,23023,68,76,19,152875,8.553433333,133118850,g,Sports,postlaunch
g2,18174,42,50702,61452,130370,28851,75347,26172,61.14285714,62,20,167815,9.410533333,141482034,g,Sports,postlaunch
g2,16431,79,37966,65406,119882,31179,66330,22373,68.71428571,66,21,176120,9.5637,149531129,g,Sports,postlaunch
g2,16899,1164,45336,56391,119790,29541,68281,21968,67.71428571,70,22,155487,9.048466667,142753406,g,Sports,postlaunch
g2,16236,284,55962,55467,127949,27207,77310,23432,63,64,23,179117,9.2713,140584390,g,Sports,postlaunch
g2,13534,46,39994,55629,109203,24279,58565,26359,58.14285714,68,24,211967,8.734,140617102,g,Sports,postlaunch
g2,14039,104,62554,78966,155663,35359,94458,25846,66.85714286,60,25,281267,15.47183333,161267303,g,Sports,postlaunch
g2,14760,161,57803,72987,145711,38003,83913,23795,72.28571429,69,26,247755,17.60973333,172471436,g,Sports,postlaunch
g2,16619,23,58690,109088,184420,50613,103290,30517,74.28571429,77,27,535542,14.87783333,170665183,g,Sports,postlaunch
g2,18203,22,44668,110402,173295,48481,94001,30813,73.85714286,71,28,528229,11.3887,177750613,g,Sports,postlaunch
g2,18795,45,63290,98060,180190,45326,102412,32452,69.71428571,73,29,337654,12.32096667,166005529,g,Sports,postlaunch
g2,16414,66,178677,96740,291897,47345,216465,28087,66.85714286,70,30,159523,9.956533333,166795267,g,Sports,postlaunch
g2,17803,37,64529,111656,194025,52556,109869,31600,73.57142857,70,31,334118,10.0455,172138375,g,Sports,postlaunch
g2,20949,50,51730,98943,171672,45680,96802,29178,72.57142857,66,32,304125,8.679,176508703,g,Sports,postlaunch
g2,20276,33,50050,78418,148777,37217,85735,25825,69.85714286,71,33,166669,7.980733333,164482000,g,Sports,postlaunch
g2,18821,9,41072,103029,162931,43644,91032,28255,71.71428571,76,34,181968,6.7913,153339521,g,Sports,postlaunch
g2,16741,19,48390,75699,140849,39423,78820,22606,75.28571429,71,35,155821,6.1104,147547807,g,Sports,postlaunch
g2,17050,47,63036,81871,162004,44151,93977,23876,74.28571429,73,36,458141,6.113333333,138107271,g,Sports,postlaunch
g2,17865,209,48759,73447,140280,36998,73444,29838,67.14285714,67,37,503388,7.012366667,124308002,g,Sports,postlaunch
g2,14509,100,44898,66083,125590,30904,72547,22139,68.71428571,64,38,277867,6.171833333,112190816,g,Sports,postlaunch
g2,11241,64,25290,58341,94936,23389,55678,15869,69.85714286,69,39,85019,4.792033333,109218436,g,Sports,postlaunch
g2,10870,17,28849,52203,91939,23993,53439,14507,73.14285714,72,40,92444,NA,105671470,g,Sports,postlaunch
g2,10031,20,24171,51738,85960,21574,50630,13756,71.57142857,77,41,102184,5.0868,100379368,g,Sports,postlaunch
g2,9922,13,24263,50789,84987,22233,50253,12486,73.42857143,70,42,77715,4.865666667,91647556,g,Sports,postlaunch
g2,10473,85,26282,58450,95290,24525,55698,15067,72.85714286,74,43,119357,5.3428,88696277,g,Sports,postlaunch
g2,8406,26,25181,47804,81417,20914,47700,12803,72.71428571,72,44,122914,4.757666667,87641173,g,Sports,postlaunch
g2,7631,154,18319,49934,76038,22200,41181,12657,76.57142857,79,45,102189,3.7795,81970931,g,Sports,postlaunch
g2,8398,36,19444,35927,63805,17213,35559,11033,72.85714286,70,46,74690,3.9118,75026684,g,Sports,postlaunch
g2,7718,20,16303,39957,63998,17034,36729,10235,74,77,47,72623,4.2822,74882903,g,Sports,postlaunch
g2,5326,39,16146,38765,60276,15937,34718,9621,73.71428571,75,48,56066,4.166133333,71717437,g,Sports,postlaunch
g2,6389,8,75829,32353,114579,23616,81399,9564,72.85714286,74,49,396017,4.075133333,64347240,g,Sports,postlaunch
g2,5333,198,17028,22895,45454,11694,27208,6552,74,71,50,410241,3.971966667,59356357,g,Sports,postlaunch
g2,4087,22,13491,14641,32241,8343,19640,4257,75.85714286,73,51,180113,3.633933333,56086451,g,Sports,postlaunch
g2,3759,26,20054,10823,34662,13127,17684,3846,82.28571429,98,52,14901,3.570433333,57941425,g,Sports,postlaunch
g2,4726,18,16636,8376,29756,7649,17485,4619,72.28571429,79,53,13074,4.562733333,47142377,g,Sports,postlaunch
g3,7096,429,69465,8132,85122,21224,50239,13659,66.71428571,54,-16,25565,11.47966667,44695476,g,Sports,prelaunch
g3,2857,207,18802,3096,24962,7498,14236,3228,76.71428571,80,-15,29429,6.087033333,24974612,g,Sports,prelaunch
g3,2303,11,15957,1455,19726,3065,14644,2017,63.42857143,60,-14,25277,NA,24943286,g,Sports,prelaunch
g3,2686,58,19335,1760,23839,2979,18606,2254,59.71428571,58,-13,24742,5.064966667,21526934,g,Sports,prelaunch
g3,2930,12,13761,2810,19513,3267,14429,1816,66.42857143,64,-12,25104,5.187933333,20836590,g,Sports,prelaunch
g3,8225,282,146101,31413,186021,63100,100696,22225,76.14285714,77,-11,38239,15.80466667,49924032,g,Sports,prelaunch
g3,5583,63,90066,22543,118255,24434,84553,9268,74,71,-10,59542,9.771033333,33046994,g,Sports,prelaunch
g3,5713,394,88829,38922,133858,30864,88490,14504,73.42857143,76,-9,87584,11.46993333,50223036,g,Sports,prelaunch
g3,12408,146,148326,56183,217063,43935,146743,26385,68.28571429,64,-8,238814,19.25666667,51260154,g,Sports,prelaunch
g3,4972,197,71369,29643,106181,18646,78731,8804,70.14285714,71,-7,55588,13.91486667,32662562,g,Sports,prelaunch
g3,4523,18,52036,27086,83663,19296,57459,6908,76.42857143,73,-6,63691,15.65663333,27400517,g,Sports,prelaunch
g3,3625,14,45285,33153,82077,19100,55057,7920,76.28571429,86,-5,83985,20.10286667,35061285,g,Sports,prelaunch
g3,7426,108,147211,60820,215565,44745,142428,28391,71.14285714,67,-4,125684,42.5287,47524328,g,Sports,prelaunch
g3,6511,81,88680,53805,149077,36582,96278,16216,76,74,-3,169557,36.3844,76016767,g,Sports,prelaunch
g3,7427,260,109525,45435,162647,34359,111231,17051,72.42857143,80,-2,256463,40.06906667,74254347,g,Sports,prelaunch
g3,25595,390,309467,118530,453982,87500,324371,42091,71.28571429,75,-1,966461,79.5779,208058583,g,Sports,prelaunch
p1,118,1,10,1417,1546,432,633,481,54.5,52,-11,7932,5.1555,1567715,p,Sports,prelaunch
p1,166,1,1044,4522,5733,1461,2672,1600,53,47,-10,14868,4.332866667,1277306,p,Sports,prelaunch
p1,1406,53,21384,7321,30164,6968,17960,5236,49.71428571,47,-9,14068,5.334566667,1715207,p,Sports,prelaunch
p1,1428,91,9961,12393,23873,6303,10670,6900,56.42857143,66,-8,16746,5.954933333,3136474,p,Sports,prelaunch
p1,1556,27,43310,24779,69672,10883,42348,16441,43.14285714,40,-7,13428,7.436266667,4439797,p,Sports,prelaunch
p1,1050,17,21780,12659,35506,5654,22415,7437,49,45,-6,13041,4.9178,2410101,p,Sports,prelaunch
p1,901,18,15573,9290,25782,3987,16609,5186,50,40,-5,17175,6.147466667,3270236,p,Sports,prelaunch
p1,1425,6,12885,12475,26791,6130,14100,6561,55,45,-4,22447,7.8542,2966207,p,Sports,prelaunch
p1,1010,142,34266,14177,49595,9980,32646,6969,62.85714286,57,-3,36082,10.01593333,6483314,p,Sports,prelaunch
p1,1723,77,28437,29019,59256,18896,28983,11377,71,51,-2,64288,11.6653,5961608,p,Sports,prelaunch
p1,4365,840,286017,66962,358184,65148,261579,31457,69.42857143,64,-1,140546,25.72226667,24327144,p,Sports,prelaunch
p1,5124,183,453066,78109,536482,105046,390141,41295,74.28571429,75,0,1293752,37.58943333,32568963,p,Sports,launch
p1,4784,140,69769,82635,157328,36495,90629,30204,64,55,1,448747,15.6446,26117240,p,Sports,postlaunch
p1,4156,140,38233,55405,97934,22047,55752,20135,60.85714286,60,2,206185,8.734866667,16892363,p,Sports,postlaunch
p1,4911,2520,48134,53267,108832,19441,64267,25124,55.71428571,38,3,150367,9.036266667,18490431,p,Sports,postlaunch
p1,2431,90,19879,36146,58546,13204,35142,10200,65.71428571,62,4,140658,5.966433333,10472464,p,Sports,postlaunch
p1,2762,26,28895,33679,65362,12623,42046,10693,62.42857143,63,5,123535,5.977466667,10424618,p,Sports,postlaunch
p1,2443,78,30549,32522,65592,13386,42022,10184,63.71428571,59,6,85301,4.7674,19111223,p,Sports,postlaunch
p1,1266,13,22978,26463,50720,10843,30985,8892,63.42857143,71,7,99106,4.426533333,11224126,p,Sports,postlaunch
p1,1702,35,37978,31800,71515,12150,48046,11319,58.71428571,63,8,59005,4.459066667,10062346,p,Sports,postlaunch
p1,1917,38,26883,33541,62379,12003,40975,9401,63.42857143,72,9,84633,3.5554,9898725,p,Sports,postlaunch
p1,2125,14,25581,45444,73164,15747,45043,12374,64.85714286,68,10,59537,3.6477,10531560,p,Sports,postlaunch
p1,1735,52,30966,38179,70932,13793,46494,10645,64.57142857,70,11,42516,3.0331,9806164,p,Sports,postlaunch
p1,1156,9,25801,32998,59964,11965,39490,8509,65.28571429,67,12,65078,3.1561,10442474,p,Sports,postlaunch
p1,1440,10,22633,36999,61082,13996,37641,9445,68.85714286,73,13,65567,3.462166667,9511097,p,Sports,postlaunch
p1,1589,12,26077,45258,72936,15399,46661,10876,66.85714286,69,14,77184,4.2295,12403472,p,Sports,postlaunch
p1,1418,17,14196,44196,59827,14622,34147,11058,67,66,15,705939,8.257966667,10271348,p,Sports,postlaunch
p1,1544,13,14226,38046,53829,13155,31175,9499,68.28571429,69,16,215863,6.0817,9001111,p,Sports,postlaunch
p1,1728,344,53595,46162,101829,16308,72964,12557,63.42857143,52,17,117979,5.116466667,9787002,p,Sports,postlaunch
p1,1211,11,32477,40629,74328,14633,49097,10598,65.71428571,57,18,167659,5.300233333,10430624,p,Sports,postlaunch
p1,1198,6,26064,36987,64255,13875,40930,9450,68.57142857,68,19,298009,5.541933333,10375729,p,Sports,postlaunch
p1,1141,7,30869,44342,76359,20625,45032,10702,75.28571429,70,20,293892,5.628066667,11363606,p,Sports,postlaunch
p1,1121,18,13761,52044,66944,18180,37047,11717,72.71428571,70,21,115594,3.6393,10850763,p,Sports,postlaunch
p1,1034,181,23403,44661,69279,14867,43181,11231,65.57142857,73,22,37369,2.830266667,10695623,p,Sports,postlaunch
p1,1369,8,11525,51206,64108,16993,34227,12888,68.42857143,69,23,50384,2.700533333,10947203,p,Sports,postlaunch
p1,1189,16,21844,35075,58124,12001,36462,9661,63.85714286,67,24,80802,3.0391,10151881,p,Sports,postlaunch
p1,1063,124,16910,46396,64493,13982,39315,11196,64.14285714,62,25,73578,2.6804,13010032,p,Sports,postlaunch
p1,1204,4,41501,40971,83680,13063,60115,10502,62,61,26,44981,2.882966667,11749093,p,Sports,postlaunch
p1,1045,24,7998,39231,48298,12076,27403,8819,68.42857143,67,27,29460,1.883133333,10116744,p,Sports,postlaunch
p1,710,7,8486,42612,51815,12419,30094,9302,67.42857143,62,28,59218,1.5224,9250753,p,Sports,postlaunch
p1,680,5,19009,30992,50686,12439,29886,8361,68.14285714,69,29,56887,1.4949,8601662,p,Sports,postlaunch
p1,852,4,9389,32133,42378,11049,23256,8073,69.28571429,73,30,37833,1.427,7719298,p,Sports,postlaunch
p1,768,5,17440,32335,50548,16595,25328,8625,71.71428571,74,31,59607,1.794633333,8568746,p,Sports,postlaunch
p1,629,1,6100,28388,35118,9079,19497,6542,69,64,32,39509,1.151633333,7336791,p,Sports,postlaunch
p1,853,0,7226,30226,38305,9732,21584,6989,69.71428571,65,33,15530,0.988766667,6502521,p,Sports,postlaunch
p1,637,3,17473,23524,41637,7624,27520,6493,61.28571429,65,34,9077,0.909566667,5922548,p,Sports,postlaunch
p1,515,4,6653,20847,28019,6906,16015,5098,68.14285714,65,35,19003,0.805033333,5096881,p,Sports,postlaunch
p1,506,1,6456,21998,28961,7623,15563,5775,68.42857143,70,36,44164,0.9478,5261322,p,Sports,postlaunch
p1,634,18,7287,23096,31035,7746,17484,5805,67.85714286,59,37,50808,1.212333333,4954422,p,Sports,postlaunch
p1,612,19,4841,17987,23459,5884,13049,4526,66.85714286,65,38,22520,0.855833333,5301434,p,Sports,postlaunch
p1,635,45,5325,19493,25498,6478,14228,4792,68.71428571,62,39,9666,0.7702,4543192,p,Sports,postlaunch
p1,549,1,6013,16446,23009,5690,13295,4024,69.28571429,72,40,8476,0.6373,4330550,p,Sports,postlaunch
p1,484,1,7138,16144,23767,5762,13787,4218,67.85714286,71,41,7184,0.784233333,4463126,p,Sports,postlaunch
p1,651,1,6553,17064,24269,6429,13920,3920,73.28571429,77,42,12002,0.6807,4306508,p,Sports,postlaunch
p1,614,2,7163,15075,22854,5548,13665,3641,71.14285714,72,43,20438,0.678266667,4258064,p,Sports,postlaunch
p1,845,0,6590,11492,18927,4265,10931,3731,62.57142857,61,44,35303,0.7279,3627411,p,Sports,postlaunch
p1,537,0,4257,14079,18873,5054,10287,3532,70.42857143,70,45,16825,0.6278,3958473,p,Sports,postlaunch
p1,845,1,2877,13142,16865,4589,9339,2937,72.42857143,81,46,5562,0.661966667,3709321,p,Sports,postlaunch
p1,647,2,4350,11168,16167,3819,9573,2775,67.57142857,69,47,5876,0.678566667,3429925,p,Sports,postlaunch
p1,717,0,3264,10827,14808,4324,7753,2731,73,75,48,10054,0.655933333,3511321,p,Sports,postlaunch
p1,641,1,3206,7446,11294,2842,6714,1738,72.14285714,70,49,9461,0.796866667,3100582,p,Sports,postlaunch
p1,1736,7,3456,7144,12343,2977,7053,2313,65.42857143,72,50,4340,0.832633333,3023623,p,Sports,postlaunch
p1,2012,72,2648,3426,8158,1927,4381,1850,60.14285714,63,51,3292,1.068,2562882,p,Sports,postlaunch
p1,1167,6,1550,3296,6019,1454,3173,1392,60.28571429,62,52,2874,0.788566667,2452726,p,Sports,postlaunch
p1,918,0,1071,2565,4554,1019,2420,1115,54.71428571,56,53,2889,0.991833333,2698369,p,Sports,postlaunch
p1,883,1,757,2137,3778,794,2058,926,52.42857143,54,54,3629,0.5969,2827618,p,Sports,postlaunch
p1,851,0,623,1851,3325,697,1824,804,53,58,55,3585,0.582866667,2872804,p,Sports,postlaunch
p1,1503,4,961,2106,4574,973,2378,1223,52.42857143,57,56,3986,0.776533333,2966326,p,Sports,postlaunch
p1,1039,7,553,1806,3405,812,1733,860,56.71428571,50,57,4178,0.7739,3321057,p,Sports,postlaunch
p1,736,0,595,2156,3487,832,1956,699,64.14285714,70,58,4883,0.817,3768697,p,Sports,postlaunch
p1,645,2,722,2363,3732,877,2078,777,62.57142857,56,59,4723,1.264566667,3904282,p,Sports,postlaunch
p1,435,1,554,2488,3478,862,1994,622,68.28571429,62,60,5462,0.680533333,4163439,p,Sports,postlaunch
p1,346,1,541,2498,3386,827,1966,593,68.28571429,70,61,4608,0.6905,4385568,p,Sports,postlaunch
p1,389,40,2638,2806,5873,862,4299,712,61.71428571,52,62,5567,0.813566667,4131213,p,Sports,postlaunch
p1,279,2,422,2507,3210,712,1988,510,67,71,63,3478,0.530833333,3943500,p,Sports,postlaunch
p1,234,0,394,2261,2889,637,1782,470,65.71428571,65,64,4246,0.5021,3701165,p,Sports,postlaunch
p1,248,1,419,2379,3047,630,1986,431,66.85714286,71,65,9433,0.546133333,3853825,p,Sports,postlaunch
p1,287,3,398,2169,2857,574,1922,361,67.42857143,65,66,4363,0.5394,3655038,p,Sports,postlaunch
p1,223,9,397,1998,2627,479,1867,281,66.85714286,65,67,3519,0.5242,3428006,p,Sports,postlaunch
p1,274,1,421,2440,3136,639,2065,432,66.85714286,69,68,10213,0.782733333,3618418,p,Sports,postlaunch
p1,330,1,302,1756,2389,519,1535,335,68.42857143,68,69,5530,0.6338,3295035,p,Sports,postlaunch
p1,344,0,350,1482,2176,434,1403,339,63.42857143,64,70,7343,0.546833333,2967702,p,Sports,postlaunch
p1,352,0,327,1291,1970,401,1282,287,65.42857143,62,71,5157,0.528066667,2680145,p,Sports,postlaunch
p1,212,0,356,1784,2352,458,1563,331,65.14285714,69,72,6703,0.703066667,2658873,p,Sports,postlaunch
p1,277,0,376,1650,2303,523,1453,327,69.57142857,79,73,3492,0.478666667,2493553,p,Sports,postlaunch
p1,152,1,328,1624,2105,557,1270,278,76,78,74,3876,0.4053,2112253,p,Sports,postlaunch
p1,196,1,281,1793,2271,627,1273,371,74.57142857,71,75,3194,0.4221,1981945,p,Sports,postlaunch
p1,360,0,244,1731,2335,611,1262,462,68.85714286,75,76,2501,0.534933333,1874441,p,Sports,postlaunch
p1,206,0,199,1500,1905,476,1074,355,68.57142857,70,77,1731,0.336533333,1746887,p,Sports,postlaunch
p1,210,1,229,2563,3003,775,1263,965,51,40,78,1876,0.560166667,1593505,p,Sports,postlaunch
p1,128,0,158,1748,2034,534,997,503,61.57142857,60,79,2036,0.437533333,1582923,p,Sports,postlaunch
p1,226,0,124,1477,1827,493,991,343,70.57142857,68,80,1630,0.299233333,1422383,p,Sports,postlaunch
p1,198,0,97,1464,1759,503,958,297,74.85714286,58,81,1490,0.188933333,1085244,p,Sports,postlaunch
p1,141,0,145,1043,1329,355,751,223,72.14285714,82,82,1484,0.1708,911684,p,Sports,postlaunch
p1,155,3,166,987,1311,334,777,200,73,77,83,1727,0.172366667,830216,p,Sports,postlaunch
p1,138,0,243,1235,1616,395,1002,219,73.28571429,68,84,2768,0.279333333,1667802,p,Sports,postlaunch
p1,151,0,257,1548,1956,513,1130,313,73.28571429,74,85,3742,0.304566667,1400589,p,Sports,postlaunch
p1,275,0,215,2028,2518,706,1361,451,72.14285714,81,86,3591,0.292766667,980276,p,Sports,postlaunch
p1,198,0,231,1550,1979,465,1232,282,71.14285714,74,87,2699,0.257766667,864722,p,Sports,postlaunch
p1,130,0,212,1229,1571,379,924,268,68.42857143,75,88,2846,0.249333333,774229,p,Sports,postlaunch
p1,118,1,172,1017,1308,282,800,226,64.14285714,57,89,2863,0.309166667,675795,p,Sports,postlaunch
p1,355,0,138,1138,1631,382,935,314,64.42857143,53,90,2136,0.264733333,612563,p,Sports,postlaunch
p1,217,1,231,1704,2153,596,1129,428,71.42857143,72,91,1868,0.234733333,681802,p,Sports,postlaunch
p1,228,0,129,815,1172,268,663,241,61.57142857,73,92,1434,0.215533333,605165,p,Sports,postlaunch
p1,112,0,144,935,1191,279,720,192,68,71,93,1241,0.1901,623565,p,Sports,postlaunch
p1,122,1,250,926,1299,312,697,290,62.42857143,52,94,1193,0.1772,502373,p,Sports,postlaunch
p1,67,51,510,930,1558,427,756,375,64.57142857,46,95,1267,0.140833333,543959,p,Sports,postlaunch
p1,68,0,172,498,738,165,481,92,71.57142857,76,96,1103,0.141466667,493924,p,Sports,postlaunch
p1,291,1,1354,500,2146,342,1414,390,54.28571429,52,97,1437,0.233733333,476226,p,Sports,postlaunch
p1,123,0,204,534,861,169,488,204,52.42857143,59,98,1182,0.157833333,430154,p,Sports,postlaunch
p1,142,0,284,535,961,167,590,204,51.85714286,48,99,1586,NA,403302,p,Sports,postlaunch
p1,122,0,153,518,793,130,546,117,58.71428571,69,100,1242,0.1533,377016,p,Sports,postlaunch
p1,85,0,387,997,1469,230,1019,220,55.57142857,46,101,1608,0.180566667,348444,p,Sports,postlaunch
p1,93,0,137,804,1034,175,706,153,58.14285714,67,102,1383,0.1719,383541,p,Sports,postlaunch
p1,64,0,186,591,841,134,626,81,62.85714286,49,103,1598,0.145333333,345145,p,Sports,postlaunch
p1,55,0,98,412,565,99,408,58,66,64,104,1302,0.136566667,305501,p,Sports,postlaunch
p1,37,2,109,547,695,121,501,73,66.42857143,74,105,988,0.151566667,288903,p,Sports,postlaunch
p1,118,3,167,680,968,211,557,200,59.28571429,53,106,811,0.1722,287430,p,Sports,postlaunch
p1,182,4,231,1205,1622,401,722,499,50.71428571,48,107,688,0.226566667,353687,p,Sports,postlaunch
p1,327,4,597,1050,1978,518,785,675,48,58,108,668,0.281966667,293305,p,Sports,postlaunch
p1,198,97,318,810,1423,294,790,339,54,74,109,674,0.204166667,263120,p,Sports,postlaunch
p1,139,0,126,621,886,206,526,154,64.57142857,37,110,627,0.204833333,263098,p,Sports,postlaunch
p1,151,1,157,446,755,121,488,146,51,69,111,561,0.198066667,319855,p,Sports,postlaunch
p1,77,0,159,452,688,128,427,132,61.71428571,53,112,591,0.184566667,348705,p,Sports,postlaunch
p2,943,154,74368,7168,82633,13723,60752,8158,58.66666667,68,-14,8074,5.8471,13026961,p,Sports,prelaunch
p2,1011,87,9391,9664,20153,4462,10254,5437,51,58,-13,12005,4.380166667,7105744,p,Sports,prelaunch
p2,531,14,6254,4230,11029,2255,6187,2587,54.14285714,62,-12,8688,2.743933333,5172028,p,Sports,prelaunch
p2,318,8,7159,2700,10185,1278,7280,1627,49.28571429,45,-11,8035,2.310733333,2237681,p,Sports,prelaunch
p2,614,6,4786,3411,8817,1865,4810,2142,52.71428571,46,-10,7492,2.5155,1627013,p,Sports,prelaunch
p2,558,4,5266,2384,8212,2125,4666,1421,69,66,-9,9578,2.4679,2579631,p,Sports,prelaunch
p2,890,77,20265,7348,28580,5133,18416,5031,52.14285714,63,-8,10435,3.301533333,2265948,p,Sports,prelaunch
p2,2584,22,125114,16181,143901,16691,102664,24546,47.42857143,52,-7,13870,5.864,11360348,p,Sports,prelaunch
p2,1400,9,11375,12698,25482,5193,12684,7605,44.14285714,47,-6,13713,4.439066667,4941765,p,Sports,prelaunch
p2,759,14,6278,8332,15383,3241,8132,4010,50.42857143,46,-5,13059,3.811566667,3486757,p,Sports,prelaunch
p2,2065,14,17242,8686,28007,6283,16456,5268,57.57142857,78,-4,22147,6.749733333,4896391,p,Sports,prelaunch
p2,1643,21,21668,8629,31961,5617,21152,5192,58.28571429,55,-3,28815,8.561333333,3431292,p,Sports,prelaunch
p2,5171,54,95723,20329,121277,29477,70575,21225,62.85714286,71,-2,53826,22.0824,24851905,p,Sports,prelaunch
